benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,57131384068,15218210084395,15275341468463,18471772689.000,18471.772689,0.105,37.00,36.00,45.00,43.00,278.682495,278682.495,212.948792,212948.792,4.789932,4789.932,,,278.682495,278682.495
crc32,57131853724,15275342414463,15332474268187,18471848461.000,18471.848461,0.032,36.00,37.00,43.00,43.00,277.048416,277048.416,212.685638,212685.638,4.793091,4793.091,,,277.048416,277048.416
crc32,57131414564,15332475645613,15389607060177,18471814088.000,18471.814088,0.023,37.00,37.00,43.00,43.00,275.085236,275085.236,211.582565,211582.565,4.789261,4789.261,,,275.085236,275085.236
crc32,57131450160,15389608682431,15446740132591,18471874360.000,18471.874360,0.024,37.00,38.00,43.00,43.00,274.703491,274703.491,211.073730,211073.730,4.789841,4789.841,,,274.703491,274703.491
crc32,57131132428,15446741957993,15503873090421,18471652089.000,18471.652089,0.025,38.00,38.00,43.00,44.00,274.610168,274610.168,210.905106,210905.106,4.787048,4787.048,,,274.610168,274610.168
crc32,57131929400,15503874537339,15561006466739,18471902313.000,18471.902313,0.023,38.00,38.00,44.00,44.00,274.980865,274980.865,211.247711,211247.711,4.789566,4789.566,,,274.980865,274980.865
crc32,57131874952,15561007890547,15618139765499,18471886811.000,18471.886811,0.024,38.00,38.00,44.00,44.00,275.424927,275424.927,211.667816,211667.816,4.788788,4788.788,,,275.424927,275424.927
crc32,57131613512,15618141203053,15675272816565,18471917162.000,18471.917162,0.024,38.00,39.00,44.00,45.00,275.517227,275517.227,211.710052,211710.052,4.788544,4788.544,,,275.517227,275517.227
crc32,57131828920,15675274611771,15732406440691,18471877179.000,18471.877179,0.025,38.00,38.00,45.00,44.00,276.000702,276000.702,212.110367,212110.367,4.789032,4789.032,,,276.000702,276000.702
crc32,57131512660,15732407918453,15789539431113,18471595326.000,18471.595326,0.024,38.00,39.00,44.00,44.00,275.778763,275778.763,211.860046,211860.046,4.788651,4788.651,,,275.778763,275778.763
crc32,57131182528,15789540275267,15846671457795,18471683316.000,18471.683316,0.023,39.00,39.00,45.00,44.00,275.916870,275916.870,212.006454,212006.454,4.788986,4788.986,,,275.916870,275916.870
crc32,57131840920,15846672911501,15903804752421,18471908632.000,18471.908632,0.023,39.00,39.00,44.00,45.00,276.256653,276256.653,212.410583,212410.583,4.788574,4788.574,,,276.256653,276256.653
crc32,57131487744,15903806322861,15960937810605,18471811742.000,18471.811742,0.023,39.00,39.00,45.00,45.00,276.445404,276445.404,212.620102,212620.102,4.788193,4788.193,,,276.445404,276445.404
crc32,57131684056,15960970886577,16018102570633,18471892226.000,18471.892226,10.198,39.00,39.00,44.00,44.00,276.860474,276860.474,213.065750,213065.750,4.787323,4787.323,,,276.860474,276860.474
crc32,57131342408,16018104218329,16075235560737,18471722047.000,18471.722047,0.024,39.00,39.00,44.00,45.00,276.796707,276796.707,212.936737,212936.737,4.786850,4786.850,,,276.796707,276796.707
crc32,57131214400,16075237027029,16132368241429,18471633307.000,18471.633307,0.024,39.00,39.00,45.00,44.00,276.262543,276262.543,212.366745,212366.745,4.788025,4788.025,,,276.262543,276262.543
crc32,57131000184,16132369560959,16189500561143,18471484386.000,18471.484386,0.023,39.00,39.00,45.00,45.00,276.429779,276429.779,212.450806,212450.806,4.786209,4786.209,,,276.429779,276429.779
crc32,57131540496,16189501627677,16246633168173,18471834580.000,18471.834580,0.023,39.00,39.00,45.00,45.00,276.489517,276489.517,212.486298,212486.298,4.786423,4786.423,,,276.489517,276489.517
crc32,57131557884,16246634783329,16303766341213,18471839602.000,18471.839602,0.024,39.00,39.00,45.00,45.00,276.585510,276585.510,212.604462,212604.462,4.786377,4786.377,,,276.585510,276585.510
crc32,57131635832,16303767908073,16360899543905,18471859448.000,18471.859448,0.024,39.00,39.00,45.00,45.00,276.494736,276494.736,212.507034,212507.034,4.786438,4786.438,,,276.494736,276494.736
crc32,57131591592,16360901138559,16418032730151,18471840502.000,18471.840502,0.024,39.00,39.00,45.00,45.00,276.495102,276495.102,212.389008,212389.008,4.787933,4787.933,,,276.495102,276495.102
crc32,57131517896,16418034319325,16475165837221,18471828493.000,18471.828493,0.024,39.00,39.00,45.00,45.00,276.526093,276526.093,212.501694,212501.694,4.786972,4786.972,,,276.526093,276526.093
crc32,57131237932,16475167455907,16532298693839,18471634704.000,18471.634704,0.024,40.00,39.00,45.00,45.00,276.541916,276541.916,212.516312,212516.312,4.786697,4786.697,,,276.541916,276541.916
crc32,57131817796,16532300016665,16589431834461,18471694500.000,18471.694500,0.029,39.00,38.00,45.00,45.00,276.776642,276776.642,212.691849,212691.849,4.790207,4790.207,,,276.776642,276776.642
crc32,57131036496,16589432763339,16646563799835,18471645488.000,18471.645488,0.022,38.00,38.00,45.00,45.00,277.024887,277024.887,212.974091,212974.091,4.790680,4790.680,,,277.024887,277024.887
crc32,57131583124,16646565370717,16703696953841,18471741926.000,18471.741926,0.025,38.00,40.00,45.00,46.00,276.717178,276717.178,212.661469,212661.469,4.788925,4788.925,,,276.717178,276717.178
